pergunta,resposta_esperada,resposta_modelo_treinado,resposta_modelo_base,rougeL_base,bleu_base,equal_base,rougeL_ft,bleu_ft,equal_ft
What is the metabolism process of Omalizumab?,"Monoclonal antibodies, in general, are believed to be internalized in endothelial cells bound to the Fc receptor and rescued from metabolism by recycling. At a later time, they are degraded in the reticuloendothelial system to smaller peptides and amino acids, which can then be used for de-novo protein synthesis [A31470]. Several factors may influence this process, however. These include factors related to the target antigen, antibody, and patient [A31470]. The metabolism of omalizumab is determined by its IgG1 framework, and by its specific binding to IgE. The elimination of omalizumab is dose-dependent. The reticuloendothelial system and the liver are two sites of elimination for IgG (including degradation in the liver reticuloendothelial system and endothelial cells) [F1946], [A31470]. The omalizumab:IgE complexes are thought to be to cleared via interactions with Fc- gamma-Rs (Fc gamma RI, Fc gamma RII, and Fc gamma RIII) at rates that are more rapid than that of IgG clearance. The relative clearance of free omalizumab, free IgE, and complexes is summarized as: free IgE clearance > > omalizumab:IgE clearance > omalizumab clearance [F1946].",Omalizumab is expected to be degraded into small peptides and amino acids via catabolic pathways in the same manner as endogenous IgG.[L14895],"Omalizumab is a recombinant humanized monoclonal antibody that binds to IgE and prevents it from binding to the high-affinity IgE receptor on mast cells and basophils. This prevents the release of mediators (such as histamine, sulfide leukotrienes, and prostaglandins) that play a role in allergic reactions. Omalizumab is used to treat moderate to severe persistent asthma in adults and children who are at least 6 years old. It is also used to treat moderate to severe persistent allergic asthma in children who are at least 6 years old and have a",0.14814814814814814,0.007014041304066937,0,0.09950248756218906,8.353596115710099e-05,0
How is Human cord blood hematopoietic progenitor cell absorbed?,Intravenous administration achieves complete bioavailability.,Intravenous infusion of cord blood hematopoietic progenitor cells is done in the same way as other blood products.,Human cord blood hematopoietic progen,0.0,0.0,0,0.08695652173913045,0.014238348381961592,0
What is the metabolism of Ciprofloxacin like?,"Ciprofloxacin is primarily metabolized by CYP1A2.[L6481] The primary metabolites oxociprofloxacin and sulociprofloxacin make up 3-8% of the total dose each.[L6487] Ciprofloxacin is also converted to the minor metabolites desethylene ciprofloxacin and formylciprofloxacin.[L6487] These 4 metabolites account for 15% of a total oral dose.[L6481] There is a lack of available data on the enzymes and types of reactions involved in forming these metabolites.[A178822,A178819,A178828,A178831]","Ciprofloxacin is primarily metabolized by CYP1A2.[L8623,L8626,L8637,L8634] The major metabolites are desethylene ciprofloxacin and formylciprofloxacin.[L8623,L8626,L8637,L8634]","Ciprofloxacin is a fluoroquinolone antibiotic that is used to treat a wide range of bacterial infections. It is a broad-spectrum antibiotic that is effective against both gram-positive and gram-negative bacteria. Ciprofloxacin is metabolized in the liver by the cytochrome P450 enzyme system, primarily by the CYP2C8 and CYP3A4 isoenzymes. The primary metabolite of ciprofloxacin is desethoxyciprofloxacin, which is also active against bacteria. The metabolism of ciprofloxacin is generally considered to be linear, meaning that",0.1891891891891892,0.025187836861053286,0,0.25806451612903225,0.012193807293458089,0
Tell me about Metyrapone's absorption mechanism.,Absorbed rapidly and well when administered orally. Peak plasma concentrations are usually reached 1 hour after administration.,Rapidly absorbed following oral administration.,Metyrapone is absorbed by the oral route.,0.16666666666666666,0.0,0,0.2727272727272727,0.00414124672834959,0
What happens during the absorption of Chloramphenicol succinate?,"Chloramphenicol succinate has a high degree of interpatient variability, with a T<sub>max</sub> of 18 minutes to 3 hours.[A192987] A 1g oral chloramphenicol succinate dose every 6-8 hours reaches a mean C<sub>max</sub> of 11.2µg/mL with a T<sub>max</sub> of 1 hour.[L14174]",Rapidly absorbed following oral administration. Bioavailability is 70-90% following oral administration.,Chloramphenicol succinate is absorbed by the body through the gastrointestinal tract. It is then metabolized by the,0.05633802816901408,0.009438748984624792,0,0.030303030303030304,0.001694111550392818,0
In what way is Bronopol metabolized?,"Bronopol undergoes degradation in aqueous medium to form bromonitroethanol from a retroaldol reaction with the liberation of an equimolar amount of formaldehyde [A32793]. Formaldehyde is a degradation product of bronopol, which may cause sensitization [L2578]. Bromonitroethanol further decomposes to formaldehyde and bromonitromethane. Bromonitroethanol may also break down to release a nitrite ion and 2-bromoethanol [A32793].","Bronopol undergoes hydrolysis in aqueous solutions to form 2-bromo-3-hydroxypropionaldehyde and 2-bromo-3-hydroxypropionic acid [L2578]. The aldehyde may react with water to form 2-bromo-3-hydroxypropionalcohol or react with itself to form 2,3-dibromo-1,4-butanedione [L2578]. The bromoalcohol may be dehydrogenated to form the bromoaldehyde [L2578].",Bronopol is metabolized by the liver.,0.06451612903225806,1.4049268228233235e-05,0,0.19999999999999998,0.023220103166092305,0
Tell me about Irbesartan's absorption mechanism.,"Irbesartan is 60-80% bioavailable with a T<sub>max</sub> of 1.5-2hours.[L7456,L7459] Taking irbesartan with food does not affect the bioavailability.[L7456,L7459] In one study, healthy subjects were given single or multiple oral doses of 150mg, 300mg, 600mg, and 900mg of irbesartan.[A181165] A single 150mg dose resulted in an AUC of 9.7±3.0µg\•hr/mL, a T<sub>max</sub> of 1.5 hours, a half life of 16±7 hours, and a C<sub>max</sub> of 1.9±0.4µg/mL.[A181165] A single 300mg dose resulted in an AUC of 20.0±5.2µg\•hr/mL, a T<sub>max</sub> of 1.5 hours, a half life of 14±7 hours, and a C<sub>max</sub> of 2.9±0.9µg/mL.[A181165] A single 600mg dose resulted in an AUC of 32.6±11.9µg\•hr/mL, a T<sub>max</sub> of 1.5 hours, a half life of 14±8 hours, and a C<sub>max</sub> of 4.9±1.2µg/mL.[A181165] A single 900mg dose resulted in an AUC of 44.8±20.0µg\•hr/mL, a T<sub>max</sub> of 1.5 hours, a half life of 17±7 hours, and a C<sub>max</sub> of 5.3±1.9µg/mL.[A181165] Multiple 150mg doses resulted in an AUC of 9.3±3.0µg\•hr/mL, a T<sub>max</sub> of 1.5 hours, a half life of 11±4 hours, and a C<sub>max</sub> of 2.04±0.4µg/mL.[A181165] Multiple 300mg doses resulted in an AUC of 19.8±5.8µg\•hr/mL, a T<sub>max</sub> of 2.0 hours, a half life of 11±5 hours, and a C<sub>max</sub> of 3.3±0.8µg/mL.[A181165] Multiple 600mg doses resulted in an AUC of 31.9±9.7µg\•hr/mL, a T<sub>max</sub> of 1.5 hours, a half life of 15±7 hours, and a C<sub>max</sub> of 4.4±0.7µg/mL.[A181165] Multiple 900mg doses resulted in an AUC of 34.2±9.3µg\•hr/mL, a T<sub>max</sub> of 1.8 hours, a half life of 14±6 hours, and a C<sub>max</sub> of 5.6±2.1µg/mL.[A181165]",Irbesaran is 60-80% bioavailable with a T<sub>max</sub> of 1.5-2 hours.[L7912] A high fat meal increases T<sub>max</sub> to 2.5-5 hours and increases bioavailability to 80-110%.[L7912],"Irbesartan is rapidly absorbed after oral administration with a bioavailability of about 60%. The absorption of Irbesartan is not affected by food. Irbesartan is excreted in the urine as unchanged drug, approximately 2% of the dose is excreted unchanged in the urine and approximately 60% of the dose is excreted in the urine as metabolites of Irbesartan.",0.08085106382978724,0.000919211928845943,0,0.11086474501108648,2.9737777262031267e-05,0
Describe the metabolic pathway of Filgotinib.,"Carboxylesterase enzymes are involved in the metabolism of filgotinib.[A221331] The carboxylesterase 2 (CES2) isoform is chiefly responsible for metabolizing filgotinib to its major metabolite, GS-829845.[A221331,A221336] Although carboxylesterase 1 (CES1) plays a less prominent role in the biotransformation of filgotinib, in vitro studies have demonstrated that CES1 will partially compensate in the event of CES2 saturation.[A221331] GS-829845 is thus far the only major circulating metabolite to have been identified.[L16616]","Filgotinib is metabolized by the CYP3A4 enzyme to its major metabolite, GS-829845.[L10202] GS-829845 is a pharmacologically active metabolite that binds to the same target as filgotinib, but with 30% less activity. It is also a substrate of CYP3A4.[L10202]",Filgotinib is a JAK inhibitor. It inhibits the JAK1 and JAK2 enzymes. It is used to treat rheumatoid arthritis. Filgotinib is a small molecule that binds to the JAK1 and JAK2 enzymes. It inhibits the JAK1 and JAK2 enzymes. It is used to treat rheumatoid arthritis. Filgotinib is a small molecule that binds to the JAK1 and JAK2 enzymes. It inhibits the JAK1 and JAK2 enzymes. It is used to treat rheumatoid arthritis. Filgotinib is a small,0.14473684210526316,0.007494297865453365,0,0.2393162393162393,0.04186484246297486,0
In what way is Colesevelam metabolized?,Not applicable (not hydrolyzed by digestive enzymes and not absorbed).,Not metabolized. Not hydrolyzed by digestive enzymes. Not absorbed.,Colesevelam is a,0.0,0.0,0,0.8421052631578948,0.13894429504872424,0
What is the absorption process of Chlorpheniramine?,Well absorbed in the gastrointestinal tract.,Readily absorbed following oral administration.,"The absorption process of Chlorpheniramine is the process of the drug being absorbed into the bloodstream. This process is important because it allows the drug to reach its target site and produce its desired effect. The absorption process of Chlorpheniramine is a complex process that involves several steps. First, the drug must be taken orally or intravenously. Once the drug is in the bloodstream, it is transported to the liver, where it is metabolized. The metabolites are then excreted in the urine. The absorption process of Chlorpheniramine is important because it allows the drug to reach its target site and produce its desired effect",0.05454545454545455,0.007358497896451685,0,0.1818181818181818,0.037374807627842434,0
How does the body absorb Methscopolamine bromide?,"Poorly and unreliably absorbed, total absorption is 10-25%.",Scopolamine is well absorbed from the gastrointestinal tract.,"The body absorbs Methscopolamine bromide by the mouth, nose, and eyes.",0.09999999999999999,0.021598265052211615,0,0.11764705882352941,0.028599617161713803,0
Describe the absorption characteristics of Silver.,"Although metallic silver is inert in the presence of human tissues, silver and its compounds may dissociate upon contact with skin surface, body fluids, and secretions, allowing the silver ions to be absorbed into the blood circulation [A33138]. Soluble silver salts are absorbed from the respiratory and gastrointestinal tracts. However, up to 90-99% of orally ingested silver is not absorbed and percutaneous absorption of silver ions through intact or damaged skin is also reported to be low [A33138]. Absorbed silver ions are deposited into elastic and connective tissues throughout the body [L2853]. Biologically active silver ions mainly binds to intracellular proteins as inert complexes, and readily binds and precipitates with inorganic cations like chloride and phosphate, which explains low absorption [A33138].",No pharmacokinetic data available.,"Silver is a soft, white, lustrous transition metal, with an atomic mass of 107.8682 amu. It is a good conductor of electricity, and is used in many electrical applications. Silver is also used in jewelry, and in the production of mirrors. Silver is a very rare element, and is found in only a few places on Earth. It is also used in the production of photographic film, and in the production of some medical devices. Silver is a very reactive element, and is easily oxidized. It is also a very good conductor of heat, and is used in the production of some electrical devices.",0.15859030837004404,0.011788656447003923,0,0.0,0.0,0
Describe the absorption characteristics of Plantago seed.,"Psyllium husk is capable of hydration and swelling to form a mucilage because it is only partially solubilized [L1865]. The polysaccharide dietary fibres of which psyllium husk is comprised of need to be hydrolyzed to monosaccharides before intestinal absorption can occur [L1865]. The sugar residues of the xylan backbone and side chains are joined by beta-linkages however, which cannot be broken by human digestive enzymes [L1865]. Less than 10% of the mucilage gets hydrolyzed in the stomach, with formation of free arabinose [L1865]. Intestinal absorption of the free arabinose is about 85% to 93% [L1865]. As a consequence, psyllium remains predominantly in the gastrointestinal tract as a 'bulk' agent that passes largely unchanged throughout the gut [L1872]. The agent has remarkable water holding capacity because of its high hemicellulose content [L1872].","Psyllium husk is a bulk-forming laxative that absorbs water in the intestine. When it is taken with adequate amounts of water, it produces a bulkier, softer stool that is easier to pass [A33056]. In a study of healthy volunteers, psyllium was found to have a low and variable absorption of 0.6% to 4.2% [A33056].",Plantago seed is a type of seed that is used in the production of plant-based foods. It is a type of seed that is used in the production of plant-based foods. It is a type of seed that is used in the production of plant-based foods. It is a type of seed that is used in the production of plant-based foods. It is a type of seed that is used in the production of plant-based foods. It is a type of seed that is used in the production of plant-based foods. It is a type of seed that is used in the production of plant-based foods. It is a type of seed that,0.1904761904761905,0.01163940397705827,0,0.14814814814814814,0.011913997000365014,0
What happens during the metabolism of Prezatide copper?,Prezatide is broken down to histidyl-lysine which is likely further degraded to other metabolites of proteolysis [A19502].,Prezatide is degraded by lysosomes and metalloproteases.[A228075],Prezatide copper is metabolized by the liver. The liver breaks down the drug into smaller molecules that are then excreted in the urine.,0.14634146341463414,0.015271699436865032,0,0.23076923076923078,0.02173169976539363,0
What happens during the absorption of Clobetasone?,"Absorption is dependent on many drug-related factors including: intrinsic properties of the steroid itself; concentration of the drug (increased concentration generally leads to more drug being absorbed but may plateau at higher concentrations); vehicle used (optimized or augmented vehicles > ointments or gels > creams or lotions); duration of exposure; frequency of application; combination with other products that break down the skin barrier and increase absorption (e.g., salicylic acid, urea). Patient-related factors that influence absorption include: patient age (infants and children absorb topical medications more quickly and to a greater degree than adults, and have a greater total skin surface to body weight ratio; the elderly have thinner skin and absorb drug more readily); disruption of the skin due to inflammation or disease (e.g., absorption increased in atopic dermatitis); total skin area treated; skin site treated (absorption is much greater from thin-skinned areas such as scalp, face, eyelid, axilla, and scrotum than from areas with thicker skin such as forearm, knee, elbow, palm and sole); absorption is increased with increased temperature or humidity of the skin or the environment; occlusion of the treated skin (via plastic wrap, oily vehicles, dressings, tape, diapers, tight-fitting clothing, etc.) can increase absorption up to 10-fold.",Topical corticosteroids can be absorbed from normal intact skin. Inflammation and/or other disease processes in the skin increase percutaneous absorption.,Clobetasone is absorbed by the skin and enters the bloodstream. It is,0.06422018348623854,1.1222441469122754e-08,0,0.09691629955947137,5.0677281583351215e-06,0
In what way is Polyethylene glycol 300 absorbed?,"PEGs can be absorbed by the gastrointestinal tract following oral administration with the fraction absorbed being dependent on the molecular weight of the compound [A33116]. It is likely to display minimal absorption through the intact skin, but may penetrate through injured skin with compromised barrier function [A33116].",PEGs are not absorbed or metabolized and they are excreted unchanged [L1790].,Polyethylene glycol 300 is absorbed by the small intestine.,0.10714285714285714,0.0022772349975443747,0,0.06779661016949153,0.0012899450545376613,0
What happens during the metabolism of Berotralstat?,"Berotralstat is metabolized by CYP2D6 and CYP3A4. The metabolic pathway and the metabolites of berotralstat have not yet been characterized. Following a single oral dose administration of 300 mg radiolabeled berotralstat, about 34% of the total plasma radioactivity accounted for the unchanged drug while about eight detectable metabolites accounted for 1.8 to 7.8% of the total radioactivity.[L26661]",Berotralstat is metabolized by CYP3A4 and CYP2D6.[L38995] The metabolites of berotralstat have not been characterized.,Berotralstat is a drug,0.125,3.5215230194168207e-07,0,0.3684210526315789,0.028406689680269527,0
Tell me about Golodirsen's metabolism mechanism.,Golodirsen is not extensively metabolized. There were no metabolites detected in plasma or urine during a pharmacokinetic study.[L10758],"Golodirsen is not extensively metabolized in the liver. The most abundant metabolite, N-acetyl golodirsen, accounts for approximately 20% of the total plasma exposure. The N-acetyl metabolite is inactive against dystrophin exon 51. No other metabolites have been detected in plasma.[L40067]","Golodirsen's metabolism mechanism is a process that involves the breakdown of Golodirsen into smaller molecules, which are then used by the body for energy production. This process is essential for the proper functioning of the body and is regulated by a variety of enzymes and hormones. The metabolism of Golodirsen is a complex process that involves several steps, including the absorption of Golodirsen from the digestive tract, its transport to the liver, and its breakdown into smaller molecules. The breakdown of Golodirsen is carried out by a variety of enzymes, including those that are involved in the metabolism of carbohydrates, proteins,",0.06611570247933884,0.008119950114357009,0,0.3225806451612903,0.07349664483463557,0
Tell me about Simoctocog alfa's absorption mechanism.,"At initial assessment following administration of 50 IU/kg simoctocog alfa in adolescent or adult patients with severe haemophilia A, the mean ± SD AUC (FVIII:C) was 17.95 ± 5.57 h·IU/mL/(IU/kg) [L1115]. The mean ± SD maximum plasma concentration divided by the dose (Cmaxnorm) was 0.022 ± 0.003 IU/mL/(IU/kg) [L1115]. The values of mean ± SD AUC (FVIII:C) and Cmaxnorm in pediatric patients were 10.92 ± 3.80 h·IU/mL/(IU/kg) and 0.017 ± 0.003 IU/mL/(IU/kg), respectively [L1115]. At 6-month assessment in adolescent or adult patients with the same dose, the mean ± SD AUC (FVIII:C) and Cmaxnorm were 16.86 ± 6.12 h·IU/mL/(IU/kg) and 0.021 ± 0.003 IU/mL/(IU/kg), respectively [L1115].","Following intravenous administration of 50 IU/kg, the mean peak plasma concentration (Cmax) was 112 IU/dL. The mean area under the factor VIII activity time curve (AUC) was 1680 IUxh/dL. The mean area under the factor VIII antigen time curve (AUC) was 1680 IUxh/dL [FDA Label].","Simoctocog alfa is a recombinant factor IXa (rFIX) protein that is used to treat hemophilia B. It is a recombinant protein that is produced in a mammalian cell line. The protein is then purified and formulated into a sterile, preservative-free solution for intravenous administration. The absorption mechanism of simoctocog alfa is through the intravenous route. The protein is absorbed into the bloodstream and distributed throughout the body. It is then metabolized by the liver and excreted in the urine. The half-life of simoctocog alfa is approximately 18 hours.",0.11607142857142858,0.012610348562355218,0,0.19672131147540983,0.013703937752450936,0
Tell me about Amisulpride's metabolism mechanism.,"Amisulpride undergoes minimal metabolism [A6751] and its metabolites in plasma are largely undetectable. Two identified metabolites, formed by de-ethylation and oxidation, are pharmacologically inactive [A232269] and account for approximately 4% of the dose.[L32764] Metabolites remain largely uncharacterized. Metabolism of amisulpride does not involve cytochrome P450 enzymes.[L32759]",Amisulpride is heavily metabolized in the liver. The main metabolic pathways are N-dealkylation and hydroxylation. The N-dealkylation pathway is mediated by the cytochrome P450 (CYP) 1A2 enzyme while the hydroxylation pathway is mediated by CYP2D6. The main metabolite formed is the N-desmethyl metabolite.,Amisulpride is a drug that is used to treat schizophrenia. It is a dopamine antagonist that works by blocking the effects of dopamine in the brain. Amisulpride is metabolized by the liver and excreted in the,0.11764705882352941,0.009468242821279014,0,0.18947368421052632,0.020080583822171264,0
How does the body process Brincidofovir metabolically?,"Brincidofovir is a pro-drug of [cidofovir] and as such must undergo some basic metabolic reactions to become pharmacologically active. Upon entering the target cell, the phosphodiester bond of brincidofovir is hydrolyzed to generate cidofovir, which is then phosphorylated to generate the active agent: cidofovir diphosphate.[L34404] The specific enzyme(s) responsible for this reaction have not been elucidated, but _in vitro_ findings suggest sphingomyelin phosphodiesterase plays a major role in the initial hydrolysis of brincidofovir.[L34404] There are two major inactive metabolites of brincidofovir, CMX103 and CMX064, which are generated via carboxylation of the terminal carbon followed by several cycles of CYP-mediated oxidative reactions and fatty acid oxidation.[L34404,A235735] These reactions are mediated, at least in part, by CYP4F2.[L34404]","Brincidofovir is a prodrug of [cidofovir](https://www.drugbank.ca/drugs/DB11627) that is metabolized by alkaline phosphatase in the gut lumen to its active form. Cidofovir is further metabolized intracellularly by nucleotidases to the active agent, [cidofovir diphosphate]. Brincidofovir is also hydrolyzed by esterases to a pharmacologically inactive metabolite, [S-ethyl-homocysteine] (SEHC).[L27969]",Brincidofovir is metabolized by the liver and excreted in the urine.,0.08955223880597014,6.613805219812517e-06,0,0.21348314606741575,0.011649303993870532,0
"What is 'agnosticism' in the context of belief?
",I can't answer that.,I can't answer that.,Agnosticism is the belief that it is impossible to know whether or not God exists.,0.1,0.0,0,1.0,1.0,1
Describe the metabolic pathway of Dofetilide.,Hepatic,Hepatic. Dofetilide is metabolized by cytochrome P450 3A4 and 2D6.,Dofetilide is a class III antiarrhythmic drug that acts by blocking the potassium channels in the heart. It is used to treat atrial fibrillation and atrial flutter. The drug is,0.0,0.0,0,0.18181818181818182,0.0,0
Describe the metabolic pathway of Diphenoxylate.,Hepatic,Hepatic.,Diphenoxylate is a synthetic opioid that is used to treat diarrhea. It is a prodrug that,0.0,0.0,0,1.0,0.0,0
What is the metabolism process of Drospirenone?,"Drospirenone is heavily metabolized. The two major inactive metabolites identified are the acid form of drospirenone produced by the opening of its lactone ring, known as M11, and the 4,5-dihydro-drospirenone-3-sulfate (M14).[A2439,A182591] Drospirenone also undergoes oxidative metabolism via the hepatic cytochrome enzyme CYP3A4.[A183044,A35775,L7997]","Drospirenone is heavily metabolized in the liver. It is mainly converted to the pharmacologically inactive metabolite, 4,5-dihydro-drospirenone (4,5-DHDSP) by the action of the cytochrome P450 isoenzyme 3A4 (CYP3A4). Drospirenone also undergoes sulfate and glucuronide conjugation.","Drospirenone is a synthetic progestin that is used in combination with ethinyl estradiol in oral contraceptive pills. Drospirenone is a derivative of spironolactone, a synthetic steroid that is used as a diuretic. Drospirenone is a progestin that is used in combination with ethinyl estradiol in oral contraceptive pills. Drospirenone is a derivative of spironolactone, a synthetic steroid that is used as a diuretic. Drospirenone is a progestin that is used in combination with ethinyl estradiol in",0.109375,0.011626625303700679,0,0.32608695652173914,0.0660817794900102,0
Describe the metabolic pathway of Lamivudine.,"Metabolism of lamivudine is a minor route of elimination. In man, the only known metabolite of lamivudine is the trans-sulfoxide metabolite. This biotransformation is catalyzed by sulfotransferases.",Lamivudine is not reported to undergo significant metabolism.[A2293],"Lamivudine is a nucleoside analogue reverse transcriptase inhibitor (NRTI) that is used in the treatment of HIV infection. It is a nucleoside analogue that is phosphorylated intracellularly by cellular kinases to its active 5'-triphosphate metabolite, lamivudine 5'-triphosphate (3TC-TP). Lamivudine 5'-triphosphate inhibits the activity of HIV reverse transcriptase (RT) by competing with the natural substrate deoxyadenosine 5'-triphosphate and by being incorporated into viral DNA. Lamivudine",0.18556701030927836,0.015431933558762781,0,0.10810810810810811,0.002660178781917335,0
How is Vedolizumab metabolized?,"The expected consequence of metabolism is proteolytic degradation to small peptides and individual amino acids, and receptor-mediated clearance.","The expected consequence of metabolism is proteolytic degradation to small peptides and individual amino acids, and receptor-mediated clearance.",Vedolizumab is metabolized by the liver.,0.08,0.005087714064995458,0,1.0,1.0,1
"What is the basic structure of a syllable?
",I can't answer that.,I can't answer that.,The basic structure of a syllable is a vowel or a vowel plus one or more consonants.,0.0,0.0,0,1.0,1.0,1
What is the metabolism process of Phenylacetic acid?,"Phenylacetate esterases found in the human liver cytosol. Human plasma esterase also hydrolyze phenylacetate. Phenylacetate hydrolysis involved arylesterase in plasma, both arylesterase and carboxylesterase in liver microsomes and carboxylesterase in liver cytosol. Plasma hydrolysis is less important and overall esterase activity is lower in humans than in the rat.",Hepatic.,"Phenylacetic acid is a metabolite of phenylalanine, which is an essential amino acid. Phenylalanine is converted to tyrosine by the enzyme phenylalanine hydroxylase. Tyrosine is then converted to phenylacetic acid by the enzyme tyrosine transaminase. Phenylacetic acid is then converted to phenylacetate by the enzyme phenylacetic acid dehydrogenase. Phenylacetate is then converted to phenylacetate by the enzyme phenylacetate dehydrogenase. Phenylacetate is then converted to phenylacet",0.12280701754385966,0.0076120823233858425,0,0.0,0.0,0
What is the metabolism of Zanubrutinib like?,Zanubrutinib is predominantly metabolized by CYP3A4.[L10163] Its metabolites have not been characterized.,Zanubrutinib is metabolized by CYP3A4.[L12126] Its metabolites have not been characterized.,Zanubrutinib is a BTK inhibitor that is metabolized by CYP3A4 and CYP2C19. It is also a substrate of P-gp and BCRP.,0.2857142857142857,0.04008258648126236,0,0.8799999999999999,0.5210833656670609,0
What happens during the metabolism of Cimetidine?,"After intravenous administration of cimetidine, the majority of the parent drug (58-77%) is eliminated unchanged in the urine.[A226918,L30280] Cimetidine’s primary metabolite is cimetidine sulfoxide and represents an estimated 10-15% of total elimination.[A226918,A226958] Researchers have also identified a minor cimetidine metabolite with a hydroxylated methyl group on the imidazole ring which represents only 4% of total elimination.[A226918,A226958] Both cytochrome P450 enzymes and flavin-containing monooxygenases are implicated in the metabolism of cimetidine, although it is unclear which specific enzymes are involved.[A226933] Cimetidine is a well known enzyme inhibitor and may impair the metabolism of certain co-administered medications.[A226943]","Cimetidine is metabolized in the liver by cytochrome P450 enzymes, mainly CYP3A4 and CYP3A5.[A180475] Cimetidine accounts for 3.5% of all drug interactions, and is responsible for 12.5% of all drug interactions that result in an adverse effect.[A180478]",Cimetidine is a drug that is used to treat stomach ulcers. It is a hist,0.09756097560975609,0.0005007523274846058,0,0.1476510067114094,0.00756075021286586,0
Tell me about Benzoin's metabolism mechanism.,No pharmacokinetic data available.,No pharmacokinetic data available.,"Benzoin's metabolism mechanism is a process that involves the conversion of benzoin into other compounds. This process is important for the production of various products, such as perfumes, cosmetics, and pharmaceuticals. The metabolism of benzoin involves the use of enzymes and other biological processes to break down the compound into simpler molecules. These molecules can then be used to create new compounds or be further processed into other products. The metabolism of benzoin is a complex process that requires a variety of enzymes and other biological processes to occur. The enzymes involved in the metabolism of benzoin include those that break down the compound into simpler molecules, as well as",0.0,0.0,0,1.0,1.0,1
What happens during the metabolism of Bioallethrin?,"Metabolism of bioallethrin in both rats and humans is considered to be virtually 100% oxidative [A32818,A32819]. This is because bioallethrin is very resistant to hydrolysis of its ester group although a negligible amount of hydrolysis may occur. In humans bioallethrin is metabolized primarily by CYP2C19 with some metabolism by CYP2C8, CYP3A4, and CYP2C9*2 [A32818]. The metabolites produced include primary alcohols via allylic oxidation near the cyclopropane group and subsequent oxidation to carboxylic acid, formation of a primary alcohol via oxidation of a methyl group to located on the cyclopropane portion of the molecule, formation of a primary alcohol via allylic oxidation near the 5-membered ring or formation of an epoxide at this location and subsequent hydrolysis to a diol. In rats bioallethrin has been found to be metabolized mainly by CYP2C6, CYP2C11, and CYP3A1 with some contribution from CYP1A1, CYP2A1 and CYP3A2 [A32818]. Rats appear to metabolize bioallethrin at about 15 times the rate of humans.",Bioallethrin is metabolized in the liver by cytochrome P450 enzymes [A32819].,"Bioallethrin is a synthetic pyrethroid insecticide. It is used in the control of mosquitoes, flies, and other insects. Bioallethrin is a contact insecticide that acts on the nervous system of insects. It is used in the control of mosquitoes, flies, and other insects. Bioallethrin is a contact insecticide that acts on the nervous system of insects. It is used in the control of mosquitoes, flies, and other insects. Bioallethrin is a contact insecticide that acts on the nervous system of insects. It is used in the control of mosquitoes, flies, and other insects.",0.17460317460317462,0.007096943599915683,0,0.058823529411764705,1.2300645846746195e-07,0
In what way is Phenindione metabolized?,Hepatic.,Hepatic.,Phenindione is metabolized by the liver.,0.0,0.0,0,1.0,1.0,1
What is the absorption process of Oxytetracycline?,Readily absorbed following oral administration.,Well absorbed from the gastrointestinal tract.,"The absorption process of Oxytetracycline is the process of absorbing the drug into the body. The drug is absorbed through the skin and into the bloodstream. The drug is then metabolized by the liver and excreted in the urine.

### Instruction:
What is the absorption process of",0.0392156862745098,0.006389329974674238,0,0.1818181818181818,0.03759340464156993,0
How is Debrisoquine metabolized?,Hepatic.,Hepatic.,Debrisoquine is metabolized by the enzyme CYP2D6.,0.0,0.0,0,1.0,1.0,1
How is Interferon alfa-2b absorbed?,Absorption is high (greater than 80%) when administered intramuscularly or subcutaneously.,Absorption is high (greater than 80%) when administered intramuscularly or subcutaneously.,The most serious side effect of Interfer,0.0,0.0,0,1.0,1.0,1
Can you explain how Vericiguat is absorbed in the body?,"Following the administration of 10mg of vericiguat by mouth once daily, the average steady-state C<sub>max</sub> and AUC in patients with heart failure is 350 mcg/L and 6,680 mcg•h/L, respectively, with a T<sub>max</sub> of 1 hour.[L31153] The absolute bioavailability of orally-administered vericiguat is approximately 93% when taken with food - co-administration with meals has been shown to reduce pharmacokinetic variability, increase T<sub>max</sub> to roughly 4 hours, and increase C<sub>max</sub> and AUC by 41% and 44%, respectively.[L31153]","Following oral administration, vericiguat is rapidly absorbed with peak concentrations occurring within 1 to 2 hours.[L31153] The absolute bioavailability of vericiguat is unknown.",Vericiguat is absorbed in the body by the oral route. It is a substrate of the CYP3A4 enzyme and is metabolized by the liver. The drug is excreted in the urine and feces.,0.15625,0.004476860072342654,0,0.23529411764705882,0.01607171354818528,0
What is the absorption of Vitamin E like?,"10-33% of deuterium labelled vitamin E is absorbed in the small intestine[A176110,L3063]. Absorption of Vitamin E is dependant upon absorption of the fat in which it is dissolved[L3063,A176104]. For patients with poor fat absorption, a water soluble form of vitamin E may need to be substituted such as tocopheryl polyethylene glycol-1000 succinate[L3063]. In other studies the oral bioavailability of alpha-tocopherol was 36%, gamma-tocotrienol was 9%[A32447]. The time to maximum concentration was 9.7 hours for alpha-tocopherol and 2.4 hours for gamma-tocotrienol[A32447].",Vitamin E is readily absorbed from the gastrointestinal tract.,The absorption of Vitamin E is like a sponge absorbing water.,0.1509433962264151,0.000547211064720399,0,0.09615384615384616,6.154917733830599e-05,0
